,compound,clean_strain,pretty_name,slope,std,stderr
231,butanol,rob,rob::kan,0.419532014236698,0.012477969479077854,0.007204159037685533
232,butanol,rob_yobF,Δrob yobF::kan,0.47243694225879085,0.021679860648056215,0.01251687338114883
106,butanol,marC_yobF,ΔmarC yobF::kan,0.4310429056087603,0.01968947451898446,0.011367723413737957
50,butanol,MG1655,K-12 MG1655,0.45597633543474547,0.005764080260603447,0.0033278932900900086
104,butanol,marC_rob_mppA_yobF,ΔmarC Δrob ΔmppA yobF::kan,0.4777371510718981,0.022256365367247732,0.012849718535963143
103,butanol,marC_rob_mppA,ΔmarC Δrob mppA::kan,0.4405910772242078,0.02066898792116983,0.011933245740164525
102,butanol,marC_rob,ΔmarC rob::kan,0.442644538983683,0.015720345818689113,0.009076145890174168
101,butanol,marC,marC::kan,0.3985437650604382,0.009136433314931506,0.00527492223380877
144,coumarate,nadR_rpoA,ΔnadR rpoA*,0.5037862573901698,0.030593835369324054,0.01766335908602234
145,coumarate,nadR_yhjK,ΔnadR yhjK::kan,0.4172733177243025,0.012423889063425984,0.007172935695151039
280,coumarate,ypjA_mprA,ΔypjA mprA::kan,0.4595437847424861,0.01496531315360693,0.008640227577742009
276,coumarate,yhjK,yhjK::kan,0.400178272677244,0.023481070491353596,0.013556802369043578
279,coumarate,ypjA,ypjA::kan,0.30205424643249495,0.05653657833590303,0.03264140872129398
281,coumarate,ypjA_mprA_nadR,ΔypjA ΔmprA nadR::kan,0.5335330062284401,0.03183376790118102,0.018379234467066928
143,coumarate,nadR_mprA_yhjK,ΔnadR ΔmprA yhjK::kan,0.6049294427912987,0.039402813748792655,0.022749225124694128
141,coumarate,nadR,nadR::kan,0.41711416752817804,0.010980797977267443,0.006339766668092256
140,coumarate,mprA_yhjK,ΔmprA yhjK::kan,0.5361732174800011,0.049782999566943494,0.02874222820104185
22,coumarate,COUM2-4,COUM2-4,0.6839220709189681,0.0609773669837563,0.0352052992425463
23,coumarate,COUM4-2,COUM4-2,0.3562595145614573,0.19968971649877273,0.08152298538383744
24,coumarate,COUM7-6,COUM7-6,0.6649493540452984,0.025395184294751256,0.014661916488694795
25,coumarate,COUM8-6,COUM8-6,0.5307692344930138,0.030038125736552585,0.017342519979950462
51,coumarate,MG1655,K-12 MG1655,0.263976508560065,0.04549652905703125,0.01857388020957248
142,coumarate,nadR_mprA,ΔnadR mprA::kan,0.4912103067730825,0.020988788301532814,0.01211788257585404
283,coumarate,ypjA_mprA_yhjK,ΔypjA ΔmprA yhjK::kan,0.4688511169050975,0.01661633898365529,0.009593447785159455
139,coumarate,mprA,mprA::kan,0.4341484163241948,0.01837405828124288,0.01060826749478145
100,glutarate,kgtP_ybjL,ΔkgtP ybjL::kan,0.21286143904136753,0.007535804098379757,0.0043507985247598375
92,glutarate,kgtP,kgtP::kan,0.18138385360119444,0.004868399846600031,0.002810771961957261
26,glutarate,GLUT1-10,GLUT1-10,0.4423862739789543,0.009115189561352452,0.005262657146961305
27,glutarate,GLUT1-3,GLUT1-3,0.27779664312717695,0.013933681012236762,0.008044614483217272
28,glutarate,GLUT4-1,GLUT4-1,0.3116506404621909,0.008620595507682426,0.004977103136935327
29,glutarate,GLUT8-6,GLUT8-6,0.4018610167478441,0.0006072640381098841,0.00035060405587192077
94,glutarate,kgtP_proV,ΔkgtP proV::kan,0.24437469071838983,0.0004502324566310959,0.00025994183003386973
171,glutarate,proV,proV::kan,0.084786422077494,0.00849295141259618,0.004903407784276817
264,glutarate,ybjL,ybjL::kan,0.1261738814959622,0.006365296763069893,0.0036750057996302564
96,glutarate,kgtP_proV_ybjL,ΔkgtP ΔproV ybjL::kan,0.3004621139184149,0.012816525947698483,0.007399624705979543
98,glutarate,kgtP_sspA,ΔkgtP sspA::kan,0.2559006230234114,0.006804882774309645,0.0039288009015515215
52,glutarate,MG1655,K-12 MG1655,0.10034716326298587,0.017812452041727617,0.01028402398121874
71,hexanoate,bioAB_ompR,bioA/bioB* ompR::kan,0.4393846045543836,0.007705395230648657,0.00444871201062746
109,hexanoate,mdtK_proQ,ΔmdtK proQ::kan,0.22855691078089715,0.024691105403962556,0.014255416351567206
108,hexanoate,mdtK_ompR,ΔmdtK ompR::kan,0.3194659569430973,0.026955315942462445,0.015562658915472104
74,hexanoate,bioAB_ptrA_mdtK,bioA/bioB* ΔptrA mdtK::kan,0.30343293178278635,0.011702312179822524,0.006756333087161571
72,hexanoate,bioAB_ompR_proQ,bioA/bioB* ΔompR proQ::kan,0.36193084454919094,0.17959233931574717,0.0733182655060598
73,hexanoate,bioAB_ptrA,bioA/bioB* ptrA::kan,0.25624213840304194,0.03237869535526672,0.018693848479372124
53,hexanoate,MG1655,K-12 MG1655,0.1968679629363479,0.05887619710527857,0.013877252741206086
234,hexanoate,rph,rph::kan,0.0537866673586013,0.0666444591655693,0.038477196439238456
75,hexanoate,bioAB_ptrA_ompR,bioA/bioB* ΔptrA ompR::kan,0.3146113898573886,0.010467778523630579,0.006043574748435498
43,hexanoate,IBUA8-3,IBUA8-3,0.34416291938838567,0.027467142814899963,0.01585816229805239
34,hexanoate,HEXA7-2,HEXA7-2,0.1767176289942798,0.0708205823351549,0.04088828227536774
33,hexanoate,HEXA6-9,HEXA6-9,0.5177070176231632,0.2506613022525611,0.08355376741752037
32,hexanoate,HEXA4-10,HEXA4-10,0.7601930180698532,0.32587083573686937,0.08413948798823918
31,hexanoate,HEXA2-9,HEXA2-9,0.4510635536806482,0.16020530170161104,0.04624728703151518
30,hexanoate,HEXA1-1,HEXA1-1,0.6848474028002416,0.13595700343114364,0.03924740626459283
110,hexanoate,mdtK_ptrA,ΔmdtK ptrA::kan,0.26930623705300205,0.031752953334364405,0.01296308891593309
70,hexanoate,bioAB,bioA/bioB*,0.2598618286079535,0.03889186281821472,0.01296395427273824
76,hexanoate,cheR,cheR::kan,0.09971590065920437,0.024203269579046335,0.013973764206731482
213,hexanoate,ptrA,ptrA::kan,0.24304167812772978,0.02893900024000932,0.011814297375717127
160,hexanoate,ompR_proQ_ompC,ΔompR ΔproQ ompC::kan,0.23587475981971706,0.0031331361319221368,0.0018089169891729886
168,hexanoate,proQ_ompC,ΔproQ ompC::kan,0.2620217455369253,0.03763048483437532,0.02172597054886272
107,hexanoate,mdtK,mdtK::kan,0.2370887611832517,0.011179479279401152,0.006454475371362099
164,hexanoate,phoU,phoU::kan,0.05827325154990067,0.05248526059266113,0.03030237933166056
163,hexanoate,opgH,opgH::kan,0.30073680939774117,0.01319139524282276,0.007616055594430469
162,hexanoate,ompR_ptrA,ΔompR ptrA::kan,0.21482076231261274,0.021204294005895262,0.00865661677839988
161,hexanoate,ompR_proQ_ptrA,ΔompR ΔproQ ptrA::kan,0.22002862614108498,0.01307210057009184,0.007547180783016385
166,hexanoate,proP,proP::kan,0.2846446528785586,0.03426603508332371,0.019783504579418104
159,hexanoate,ompR_proQ_mdtK,ΔompR ΔproQ mdtK::kan,0.19313769712292914,0.012616621124532056,0.007284209602512102
167,hexanoate,proQ,proQ::kan,0.18318315336012944,0.056906209969908125,0.014693120233949109
157,hexanoate,ompR_proP,ΔompR proP::kan,0.43513832205957076,0.008403195746020352,0.004851587326017969
156,hexanoate,ompR_ompC,ΔompR ompC::kan,0.1941131370340655,0.008344482149858721,0.00481768901546896
155,hexanoate,ompR,ompR::kan,0.21669972536159454,0.038673286992378174,0.011164016327748596
154,hexanoate,ompC,ompC::kan,0.2232828928066776,0.019686153972828475,0.011365806295520942
158,hexanoate,ompR_proQ,ΔompR proQ::kan,0.34024530534192626,0.06374697686599641,0.01840216712680394
221,isobutyrate,pykF_ilvH_glyQ,ΔpykF ilvH* glyQ*,0.2883500929189569,0.012114117433593414,0.006994088961279896
222,isobutyrate,pykF_ilvN,ΔpykF ilvN*,0.2716008949831921,0.0038291251780792706,0.0022107464523248408
223,isobutyrate,pykF_rpoS,ΔpykF rpoS::kan,0.2929720565032139,0.010119471851530336,0.004131257083784442
220,isobutyrate,pykF_ilvH,ΔpykF ilvH*,0.23379845665464116,0.030571458853311997,0.012480745813850953
219,isobutyrate,pykF_glyQ,ΔpykF glyQ*,0.2723127032465417,0.012517411406922698,0.007226930845344112
218,isobutyrate,pykF,pykF::kan,0.2533702831974593,0.028069443163085985,0.007247499060529843
224,isobutyrate,pykF_rpoS_yobF,ΔpykF ΔrpoS yobF::kan,0.22502355649362263,0.02213589060384952,0.01278016239888463
225,isobutyrate,pykF_yobF,ΔpykF yobF::kan,0.27767807977720366,0.017608005253970032,0.005869335084656677
235,isobutyrate,rph,rph::kan,0.0537866673586013,0.0666444591655693,0.038477196439238456
236,isobutyrate,rpoS,rpoS::kan,0.09577851462985454,0.10769181689552362,0.04396500014454488
90,isobutyrate,ilvN,ilvN*,0.23392461345600749,0.009510621397746187,0.0054909598241493765
165,isobutyrate,phoU,phoU::kan,0.05827325154990067,0.05248526059266113,0.03030237933166056
41,isobutyrate,IBUA5-6,IBUA5-6,0.45937988092481924,0.0340705940856213,0.013909261790543099
278,isobutyrate,yobF,yobF::kan,0.19551204556746318,0.02343446156445746,0.007811487188152486
45,isobutyrate,IBUA8-3_ilvH-revert,IBUA8-3 ilvH-wt,0.4187026416205681,0.01799431916900028,0.010389025016106355
44,isobutyrate,IBUA8-3,IBUA8-3,0.35059205200717936,0.018621885333653644,0.004808150118148314
89,isobutyrate,ilvH_glyQ,ilvH* glyQ*,0.12907878702380693,0.034277865487060535,0.019790334866200184
42,isobutyrate,IBUA7-9,IBUA7-9,0.27562660852052495,0.15478271727271845,0.06318977971993875
88,isobutyrate,ilvH,ilvH*,0.1604579188526877,0.03920153471645027,0.0160039595315506
86,isobutyrate,glyQ,glyQ*,0.14570067349069274,0.029798101778032656,0.01720394208288702
54,isobutyrate,MG1655,K-12 MG1655,0.12572392321286882,0.06462081627237679,0.015231272464002542
40,isobutyrate,IBUA2-9,IBUA2-9,0.42310047936200984,0.05649998231377188,0.023066021190835867
77,isobutyrate,cheR,cheR::kan,0.09971590065920437,0.024203269579046335,0.013973764206731482
55,octanoate,MG1655,K-12 MG1655,0.2779631316324137,0.010882660249039266,0.00628310682428206
59,octanoate,OCTA5-4,OCTA5-4,0.4512932455318099,0.010587097375274296,0.006112463519551395
60,octanoate,OCTA7-2,OCTA7-2,0.4482401696265674,0.03512886478520449,0.020281659540063775
57,octanoate,OCTA1-9,OCTA1-9,0.06527720548939543,0.06340818206406484,0.03660873098351264
256,octanoate,stfE,stfE::kan,0.3293785208727395,0.007300553821513353,0.004214976714084086
230,octanoate,rlmH,rlmH::kan,0.27869560144455197,0.05976477783186353,0.034505210569284586
58,octanoate,OCTA2-14,OCTA2-14,0.01505669834515601,0.026078966528048447,0.015056698345156012
87,octanoate,gtrS,gtrS::kan,0.15868913360626338,0.03661938582124239,0.02114221226145306
62,putrescine,PUTR3-1,PUTR3-1,0.3612556212568932,0.024614670891070813,0.00710564343248689
201,putrescine,proV_rpsG1_argG,ΔproV rpsG1* argG*,0.25772396770787637,0.004751604160887584,0.0027433399413709925
39,putrescine,HMDA7-1,HMDA7-1,0.20396290798889427,0.016407119375966974,0.009472654788340858
260,putrescine,wbbK,wbbK::kan,0.1499580688319961,0.02596875237113098,0.014993066171991205
200,putrescine,proV_rpsG1,ΔproV rpsG1*,0.18235541393161522,0.021087816020345228,0.01217505625596762
262,putrescine,ybeX,ΔproV ybeX::kan,0.05761250207011399,0.01744825324309854,0.010073753706791705
181,putrescine,proV_cspC_ybeX_mpl,ΔproV ΔcspC ΔybeX mpl::kan,0.18607407612483318,0.017028253342382893,0.009831266651053909
198,putrescine,proV_ptsP_ybeX_mpl,ΔproV ΔptsP ΔybeX mpl::kan,0.24446800690892675,0.2750438148152482,0.15879662052252513
265,putrescine,yeaR,yeaR::kan,0.05056620081511062,0.04699724562823568,0.027133872414632835
182,putrescine,proV_edd/zwf,ΔproV edd/zwf*,0.09327107958016347,0.018995696486064185,0.010967170479673586
196,putrescine,proV_ptsP_ybeX,ΔproV ΔptsP ybeX::kan,0.06296157935271486,0.025381641849676128,0.014654097754385184
194,putrescine,proV_ptsP_wbbK,ΔproV ΔptsP wbbK::kan,0.13708521678846577,0.08931557099538123,0.03646292917066818
269,putrescine,ygaC,ΔproV ygaC*,0.22869673041582786,0.021090395056055002,0.012176545262928908
81,putrescine,cspC,cspC::kan,0.11407968823690241,0.014638589766971397,0.005976179247167872
271,putrescine,ygaC_mpl,ΔproV ygaC* mpl::kan,0.22381596317631183,0.010548095939742305,0.006089946030248219
192,putrescine,proV_ptsP_nagC,ΔproV ΔptsP nagC::kan,0.17353293208876375,0.029831849738361914,0.01722342647686772
273,putrescine,ygaC_ybeX,ΔproV ygaC* ybeX::kan,0.15151727856979047,0.022477399614717397,0.01297733271823988
190,putrescine,proV_ptsP_mpl,ΔproV ΔptsP mpl::kan,0.11585156625346545,0.0320025334260338,0.018476671288270612
275,putrescine,ygaC_ybeX_mpl,ΔproV ygaC* ΔybeX mpl::kan,0.12923869310389316,0.0061777666548127564,0.003566735241146839
188,putrescine,proV_ptsP,ΔproV ptsP::kan,0.10006560069516827,0.051882693207472026,0.017294231069157343
185,putrescine,proV_nagC,ΔproV nagC::kan,0.12686202077492903,0.0508885222790753,0.0207751522246647
147,putrescine,nusA_sspA,ΔproV nusA* sspA*,0.0,0.0,0.0
138,putrescine,mpl,ΔproV mpl::kan,0.1157541427285405,0.0038384009383607954,0.0022161018150203176
